yourlist:M202205245BF3C56A578D7D6DFD1FC81EE5DA77304E151FU	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
ABHGB_HUMAN	Q9H3Z7	ABHGB_HUMAN	reviewed	Protein ABHD16B (EC 3.-.-.-) (Alpha/beta hydrolase domain-containing protein 16B) (Abhydrolase domain-containing protein 16B)	ABHD16B C20orf135	Homo sapiens (Human)	469
AB17A_HUMAN	Q96GS6	AB17A_HUMAN	reviewed	Alpha/beta hydrolase domain-containing protein 17A (Abhydrolase domain-containing protein 17A) (EC 3.1.2.22)	ABHD17A C19orf27 FAM108A1	Homo sapiens (Human)	310
AB17B_HUMAN	Q5VST6	AB17B_HUMAN	reviewed	Alpha/beta hydrolase domain-containing protein 17B (Abhydrolase domain-containing protein 17B) (EC 3.1.2.22)	ABHD17B C9orf77 FAM108B1 CGI-67	Homo sapiens (Human)	288
AB17C_HUMAN	Q6PCB6	AB17C_HUMAN	reviewed	Alpha/beta hydrolase domain-containing protein 17C (Abhydrolase domain-containing protein 17C) (EC 3.1.2.22)	ABHD17C FAM108C1	Homo sapiens (Human)	329
ABD18_HUMAN	Q0P651	ABD18_HUMAN	reviewed	Protein ABHD18 (Alpha/beta hydrolase domain-containing protein 18) (Abhydrolase domain-containing protein 18)	ABHD18 C4orf29	Homo sapiens (Human)	414
ABHD2_HUMAN	P08910	ABHD2_HUMAN	reviewed	Monoacylglycerol lipase ABHD2 (EC 3.1.1.23) (2-arachidonoylglycerol hydrolase) (Abhydrolase domain-containing protein 2) (Acetylesterase) (EC 3.1.1.6) (Lung alpha/beta hydrolase 2) (Progesterone-sensitive lipase) (EC 3.1.1.79) (Protein PHPS1-2)	ABHD2 LABH2	Homo sapiens (Human)	425
ABHD3_HUMAN	Q8WU67	ABHD3_HUMAN	reviewed	Phospholipase ABHD3 (EC 3.1.1.32) (EC 3.1.1.4) (Abhydrolase domain-containing protein 3)	ABHD3	Homo sapiens (Human)	409
ABHD4_HUMAN	Q8TB40	ABHD4_HUMAN	reviewed	(Lyso)-N-acylphosphatidylethanolamine lipase (EC 3.1.1.-) (Alpha/beta hydrolase domain-containing protein 4) (Abhydrolase domain-containing protein 4) (Alpha/beta-hydrolase 4)	ABHD4	Homo sapiens (Human)	342
ABHD5_HUMAN	Q8WTS1	ABHD5_HUMAN	reviewed	1-acylglycerol-3-phosphate O-acyltransferase ABHD5 (EC 2.3.1.51) (Abhydrolase domain-containing protein 5) (Lipid droplet-binding protein CGI-58)	ABHD5 NCIE2 CGI-58	Homo sapiens (Human)	349
ABHD6_HUMAN	Q9BV23	ABHD6_HUMAN	reviewed	Monoacylglycerol lipase ABHD6 (EC 3.1.1.23) (2-arachidonoylglycerol hydrolase) (Abhydrolase domain-containing protein 6)	ABHD6	Homo sapiens (Human)	337
ABHD8_HUMAN	Q96I13	ABHD8_HUMAN	reviewed	Protein ABHD8 (EC 3.-.-.-) (Alpha/beta hydrolase domain-containing protein 8) (Abhydrolase domain-containing protein 8)	ABHD8	Homo sapiens (Human)	439
ABI1_HUMAN	Q8IZP0	ABI1_HUMAN	reviewed	Abl interactor 1 (Abelson interactor 1) (Abi-1) (Abl-binding protein 4) (AblBP4) (Eps8 SH3 domain-binding protein) (Eps8-binding protein) (Nap1-binding protein) (Nap1BP) (Spectrin SH3 domain-binding protein 1) (e3B1)	ABI1 SSH3BP1	Homo sapiens (Human)	508
ABI2_HUMAN	Q9NYB9	ABI2_HUMAN	reviewed	Abl interactor 2 (Abelson interactor 2) (Abi-2) (Abl-binding protein 3) (AblBP3) (Arg-binding protein 1) (ArgBP1)	ABI2 ARGBPIA	Homo sapiens (Human)	513
ABI3_HUMAN	Q9P2A4	ABI3_HUMAN	reviewed	ABI gene family member 3 (New molecule including SH3) (Nesh)	ABI3 NESH	Homo sapiens (Human)	366
TARSH_HUMAN	Q7Z7G0	TARSH_HUMAN	reviewed	Target of Nesh-SH3 (Tarsh) (ABI gene family member 3-binding protein) (Nesh-binding protein) (NeshBP)	ABI3BP NESHBP TARSH	Homo sapiens (Human)	1068
ABL1_HUMAN	P00519	ABL1_HUMAN	reviewed	Tyrosine-protein kinase ABL1 (EC 2.7.10.2) (Abelson murine leukemia viral oncogene homolog 1) (Abelson tyrosine-protein kinase 1) (Proto-oncogene c-Abl) (p150)	ABL1 ABL JTK7	Homo sapiens (Human)	1130
ABL2_HUMAN	P42684	ABL2_HUMAN	reviewed	Tyrosine-protein kinase ABL2 (EC 2.7.10.2) (Abelson murine leukemia viral oncogene homolog 2) (Abelson tyrosine-protein kinase 2) (Abelson-related gene protein) (Tyrosine-protein kinase ARG)	ABL2 ABLL ARG	Homo sapiens (Human)	1182
ABLM1_HUMAN	O14639	ABLM1_HUMAN	reviewed	Actin-binding LIM protein 1 (abLIM-1) (Actin-binding LIM protein family member 1) (Actin-binding double zinc finger protein) (LIMAB1) (Limatin)	ABLIM1 ABLIM KIAA0059 LIMAB1	Homo sapiens (Human)	778
ABLM2_HUMAN	Q6H8Q1	ABLM2_HUMAN	reviewed	Actin-binding LIM protein 2 (abLIM-2) (Actin-binding LIM protein family member 2)	ABLIM2 KIAA1808	Homo sapiens (Human)	611
ABLM3_HUMAN	O94929	ABLM3_HUMAN	reviewed	Actin-binding LIM protein 3 (abLIM-3) (Actin-binding LIM protein family member 3)	ABLIM3 KIAA0843 HMFN1661	Homo sapiens (Human)	683
ABR_HUMAN	Q12979	ABR_HUMAN	reviewed	Active breakpoint cluster region-related protein	ABR	Homo sapiens (Human)	859
ABRA_HUMAN	Q8N0Z2	ABRA_HUMAN	reviewed	Actin-binding Rho-activating protein (Striated muscle activator of Rho-dependent signaling) (STARS)	ABRA	Homo sapiens (Human)	381
ABRAL_HUMAN	Q9P1F3	ABRAL_HUMAN	reviewed	Costars family protein ABRACL (ABRA C-terminal-like protein)	ABRACL C6orf115 HSPC280 PRO2013	Homo sapiens (Human)	81
ABRX1_HUMAN	Q6UWZ7	ABRX1_HUMAN	reviewed	BRCA1-A complex subunit Abraxas 1 (Coiled-coil domain-containing protein 98) (Protein FAM175A)	ABRAXAS1 ABRA1 CCDC98 FAM175A UNQ496/PRO1013	Homo sapiens (Human)	409
ABRX2_HUMAN	Q15018	ABRX2_HUMAN	reviewed	BRISC complex subunit Abraxas 2 (Abraxas brother protein 1) (Protein FAM175B)	ABRAXAS2 ABRO1 FAM175B KIAA0157	Homo sapiens (Human)	415
ABT1_HUMAN	Q9ULW3	ABT1_HUMAN	reviewed	Activator of basal transcription 1 (hABT1) (Basal transcriptional activator)	ABT1	Homo sapiens (Human)	272
ABTB1_HUMAN	Q969K4	ABTB1_HUMAN	reviewed	Ankyrin repeat and BTB/POZ domain-containing protein 1 (Elongation factor 1A-binding protein)	ABTB1 BPOZ PP2259	Homo sapiens (Human)	478
ABTB2_HUMAN	Q8N961	ABTB2_HUMAN	reviewed	Ankyrin repeat and BTB/POZ domain-containing protein 2	ABTB2	Homo sapiens (Human)	1025
THIK_HUMAN	P09110	THIK_HUMAN	reviewed	3-ketoacyl-CoA thiolase, peroxisomal (EC 2.3.1.16) (Acetyl-CoA C-myristoyltransferase) (EC 2.3.1.155) (Acetyl-CoA acyltransferase) (EC 2.3.1.9) (Beta-ketothiolase) (Peroxisomal 3-oxoacyl-CoA thiolase)	ACAA1 ACAA PTHIO	Homo sapiens (Human)	424
THIM_HUMAN	P42765	THIM_HUMAN	reviewed	3-ketoacyl-CoA thiolase, mitochondrial (EC 2.3.1.16) (Acetyl-CoA acetyltransferase) (EC 2.3.1.9) (Acetyl-CoA acyltransferase) (Acyl-CoA hydrolase, mitochondrial) (EC 3.1.2.-) (EC 3.1.2.1) (EC 3.1.2.2) (Beta-ketothiolase) (Mitochondrial 3-oxoacyl-CoA thiolase) (T1)	ACAA2	Homo sapiens (Human)	397
ACACA_HUMAN	Q13085	ACACA_HUMAN	reviewed	Acetyl-CoA carboxylase 1 (ACC1) (EC 6.4.1.2) (Acetyl-Coenzyme A carboxylase alpha) (ACC-alpha)	ACACA ACAC ACC1 ACCA	Homo sapiens (Human)	2346
ACACB_HUMAN	O00763	ACACB_HUMAN	reviewed	Acetyl-CoA carboxylase 2 (EC 6.4.1.2) (ACC-beta)	ACACB ACC2 ACCB	Homo sapiens (Human)	2458
ACD10_HUMAN	Q6JQN1	ACD10_HUMAN	reviewed	Acyl-CoA dehydrogenase family member 10 (ACAD-10) (EC 1.3.99.-)	ACAD10	Homo sapiens (Human)	1059
ACAD8_HUMAN	Q9UKU7	ACAD8_HUMAN	reviewed	Isobutyryl-CoA dehydrogenase, mitochondrial (IBDH) (EC 1.3.8.-) (Activator-recruited cofactor 42 kDa component) (ARC42) (Acyl-CoA dehydrogenase family member 8) (ACAD-8)	ACAD8 ARC42 IBD	Homo sapiens (Human)	415
ACAD9_HUMAN	Q9H845	ACAD9_HUMAN	reviewed	Complex I assembly factor ACAD9, mitochondrial (Acyl-CoA dehydrogenase family member 9) (ACAD-9) (EC 1.3.8.-)	ACAD9	Homo sapiens (Human)	621
ACADL_HUMAN	P28330	ACADL_HUMAN	reviewed	Long-chain specific acyl-CoA dehydrogenase, mitochondrial (LCAD) (EC 1.3.8.8)	ACADL	Homo sapiens (Human)	430
ACADM_HUMAN	P11310	ACADM_HUMAN	reviewed	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial (MCAD) (EC 1.3.8.7) (Medium chain acyl-CoA dehydrogenase) (MCADH)	ACADM	Homo sapiens (Human)	421
ACADS_HUMAN	P16219	ACADS_HUMAN	reviewed	Short-chain specific acyl-CoA dehydrogenase, mitochondrial (SCAD) (EC 1.3.8.1) (Butyryl-CoA dehydrogenase)	ACADS	Homo sapiens (Human)	412
ACDSB_HUMAN	P45954	ACDSB_HUMAN	reviewed	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial (SBCAD) (EC 1.3.8.5) (2-methyl branched chain acyl-CoA dehydrogenase) (2-MEBCAD) (2-methylbutyryl-coenzyme A dehydrogenase) (2-methylbutyryl-CoA dehydrogenase)	ACADSB	Homo sapiens (Human)	432
ACADV_HUMAN	P49748	ACADV_HUMAN	reviewed	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial (VLCAD) (EC 1.3.8.9)	ACADVL VLCAD	Homo sapiens (Human)	655
PGCA_HUMAN	P16112	PGCA_HUMAN	reviewed	Aggrecan core protein (Cartilage-specific proteoglycan core protein) (CSPCP) (Chondroitin sulfate proteoglycan core protein 1) (Chondroitin sulfate proteoglycan 1) [Cleaved into: Aggrecan core protein 2]	ACAN AGC1 CSPG1 MSK16	Homo sapiens (Human)	2530
ACAP1_HUMAN	Q15027	ACAP1_HUMAN	reviewed	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1 (Centaurin-beta-1) (Cnt-b1)	ACAP1 CENTB1 KIAA0050	Homo sapiens (Human)	740
ACAP2_HUMAN	Q15057	ACAP2_HUMAN	reviewed	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 (Centaurin-beta-2) (Cnt-b2)	ACAP2 CENTB2 KIAA0041	Homo sapiens (Human)	778
ACAP3_HUMAN	Q96P50	ACAP3_HUMAN	reviewed	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 3 (Centaurin-beta-5) (Cnt-b5)	ACAP3 CENTB5 KIAA1716	Homo sapiens (Human)	834
THIL_HUMAN	P24752	THIL_HUMAN	reviewed	Acetyl-CoA acetyltransferase, mitochondrial (EC 2.3.1.9) (Acetoacetyl-CoA thiolase) (T2)	ACAT1 ACAT MAT	Homo sapiens (Human)	427
THIC_HUMAN	Q9BWD1	THIC_HUMAN	reviewed	Acetyl-CoA acetyltransferase, cytosolic (EC 2.3.1.9) (Acetyl-CoA transferase-like protein) (Cytosolic acetoacetyl-CoA thiolase)	ACAT2 ACTL	Homo sapiens (Human)	397
GCP60_HUMAN	Q9H3P7	GCP60_HUMAN	reviewed	Golgi resident protein GCP60 (Acyl-CoA-binding domain-containing protein 3) (Golgi complex-associated protein 1) (GOCAP1) (Golgi phosphoprotein 1) (GOLPH1) (PBR- and PKA-associated protein 7) (Peripheral benzodiazepine receptor-associated protein PAP7) [Cleaved into: Golgi resident protein GCP60, N-terminally processed]	ACBD3 GCP60 GOCAP1 GOLPH1	Homo sapiens (Human)	528
ACBD4_HUMAN	Q8NC06	ACBD4_HUMAN	reviewed	Acyl-CoA-binding domain-containing protein 4	ACBD4 HMFT0700	Homo sapiens (Human)	268
ACBD5_HUMAN	Q5T8D3	ACBD5_HUMAN	reviewed	Acyl-CoA-binding domain-containing protein 5	ACBD5 KIAA1996	Homo sapiens (Human)	534
ACBD6_HUMAN	Q9BR61	ACBD6_HUMAN	reviewed	Acyl-CoA-binding domain-containing protein 6	ACBD6	Homo sapiens (Human)	282
ACBD7_HUMAN	Q8N6N7	ACBD7_HUMAN	reviewed	Acyl-CoA-binding domain-containing protein 7	ACBD7	Homo sapiens (Human)	88
1A1L1_HUMAN	Q96QU6	1A1L1_HUMAN	reviewed	1-aminocyclopropane-1-carboxylate synthase-like protein 1 (ACC synthase-like protein 1)	ACCS PHACS	Homo sapiens (Human)	501
1A1L2_HUMAN	Q4AC99	1A1L2_HUMAN	reviewed	Probable inactive 1-aminocyclopropane-1-carboxylate synthase-like protein 2 (ACC synthase-like protein 2)	ACCSL	Homo sapiens (Human)	568
ACD_HUMAN	Q96AP0	ACD_HUMAN	reviewed	Adrenocortical dysplasia protein homolog (POT1 and TIN2-interacting protein)	ACD PIP1 PTOP TINT1 TPP1	Homo sapiens (Human)	458
ACE_HUMAN	P12821	ACE_HUMAN	reviewed	Angiotensin-converting enzyme (ACE) (EC 3.2.1.-) (EC 3.4.15.1) (Dipeptidyl carboxypeptidase I) (Kininase II) (CD antigen CD143) [Cleaved into: Angiotensin-converting enzyme, soluble form]	ACE DCP DCP1	Homo sapiens (Human)	1306
ACE2_HUMAN	Q9BYF1	ACE2_HUMAN	reviewed	Angiotensin-converting enzyme 2 (EC 3.4.17.23) (Angiotensin-converting enzyme homolog) (ACEH) (Angiotensin-converting enzyme-related carboxypeptidase) (ACE-related carboxypeptidase) (EC 3.4.17.-) (Metalloprotease MPROT15) [Cleaved into: Processed angiotensin-converting enzyme 2]	ACE2 UNQ868/PRO1885	Homo sapiens (Human)	805
ACER1_HUMAN	Q8TDN7	ACER1_HUMAN	reviewed	Alkaline ceramidase 1 (AlkCDase 1) (Alkaline CDase 1) (EC 3.5.1.-) (EC 3.5.1.23) (Acylsphingosine deacylase 3) (N-acylsphingosine amidohydrolase 3)	ACER1 ASAH3	Homo sapiens (Human)	264
ACER2_HUMAN	Q5QJU3	ACER2_HUMAN	reviewed	Alkaline ceramidase 2 (AlkCDase 2) (Alkaline CDase 2) (haCER2) (EC 3.5.1.-) (EC 3.5.1.23) (Acylsphingosine deacylase 3-like) (N-acylsphingosine amidohydrolase 3-like)	ACER2 ASAH3L PP11646	Homo sapiens (Human)	275
ACER3_HUMAN	Q9NUN7	ACER3_HUMAN	reviewed	Alkaline ceramidase 3 (AlkCDase 3) (Alkaline CDase 3) (EC 3.5.1.-) (EC 3.5.1.23) (Alkaline dihydroceramidase SB89) (Alkaline phytoceramidase) (aPHC)	ACER3 APHC PHCA	Homo sapiens (Human)	267
ACES_HUMAN	P22303	ACES_HUMAN	reviewed	Acetylcholinesterase (AChE) (EC 3.1.1.7)	ACHE	Homo sapiens (Human)	614
ACINU_HUMAN	Q9UKV3	ACINU_HUMAN	reviewed	Apoptotic chromatin condensation inducer in the nucleus (Acinus)	ACIN1 ACINUS KIAA0670	Homo sapiens (Human)	1341
ACKR1_HUMAN	Q16570	ACKR1_HUMAN	reviewed	Atypical chemokine receptor 1 (Duffy antigen/chemokine receptor) (Fy glycoprotein) (GpFy) (Glycoprotein D) (Plasmodium vivax receptor) (CD antigen CD234)	ACKR1 DARC FY GPD	Homo sapiens (Human)	336
ACKR2_HUMAN	O00590	ACKR2_HUMAN	reviewed	Atypical chemokine receptor 2 (C-C chemokine receptor D6) (Chemokine receptor CCR-10) (Chemokine receptor CCR-9) (Chemokine-binding protein 2) (Chemokine-binding protein D6)	ACKR2 CCBP2 CCR10 CMKBR9 D6	Homo sapiens (Human)	384
ACKR3_HUMAN	P25106	ACKR3_HUMAN	reviewed	Atypical chemokine receptor 3 (C-X-C chemokine receptor type 7) (CXC-R7) (CXCR-7) (Chemokine orphan receptor 1) (G-protein coupled receptor 159) (G-protein coupled receptor RDC1 homolog) (RDC-1)	ACKR3 CMKOR1 CXCR7 GPR159 RDC1	Homo sapiens (Human)	362
ACKR4_HUMAN	Q9NPB9	ACKR4_HUMAN	reviewed	Atypical chemokine receptor 4 (C-C chemokine receptor type 11) (C-C CKR-11) (CC-CKR-11) (CCR-11) (CC chemokine receptor-like 1) (CCRL1) (CCX CKR)	ACKR4 CCBP2 CCR11 CCRL1 VSHK1	Homo sapiens (Human)	350
ACLY_HUMAN	P53396	ACLY_HUMAN	reviewed	ATP-citrate synthase (EC 2.3.3.8) (ATP-citrate (pro-S-)-lyase) (ACL) (Citrate cleavage enzyme)	ACLY	Homo sapiens (Human)	1101
ACMSD_HUMAN	Q8TDX5	ACMSD_HUMAN	reviewed	2-amino-3-carboxymuconate-6-semialdehyde decarboxylase (EC 4.1.1.45) (Picolinate carboxylase)	ACMSD	Homo sapiens (Human)	336
ACON_HUMAN	Q99798	ACON_HUMAN	reviewed	Aconitate hydratase, mitochondrial (Aconitase) (EC 4.2.1.3) (Citrate hydro-lyase)	ACO2	Homo sapiens (Human)	780
IRG1_HUMAN	A6NK06	IRG1_HUMAN	reviewed	Cis-aconitate decarboxylase (CAD) (EC 4.1.1.6) (Aconitate decarboxylase) (Aconitate decarboxylase 1) (Cis-aconitic acid decarboxylase) (Immune-responsive gene 1 protein)	ACOD1 IRG1	Homo sapiens (Human)	481
ACO11_HUMAN	Q8WXI4	ACO11_HUMAN	reviewed	Acyl-coenzyme A thioesterase 11 (Acyl-CoA thioesterase 11) (EC 3.1.2.-) (Acyl-CoA thioester hydrolase 11) (Adipose-associated thioesterase) (Brown fat-inducible thioesterase) (BFIT) (Palmitoyl-coenzyme A thioesterase) (EC 3.1.2.2)	ACOT11 BFIT KIAA0707 THEA	Homo sapiens (Human)	607
ACO12_HUMAN	Q8WYK0	ACO12_HUMAN	reviewed	Acetyl-coenzyme A thioesterase (EC 3.1.2.1) (Acyl-CoA thioester hydrolase 12) (Acyl-coenzyme A thioesterase 12) (Acyl-CoA thioesterase 12) (Cytoplasmic acetyl-CoA hydrolase 1) (CACH-1) (hCACH-1) (START domain-containing protein 15) (StARD15)	ACOT12 CACH CACH1 STARD15	Homo sapiens (Human)	555
ACO13_HUMAN	Q9NPJ3	ACO13_HUMAN	reviewed	Acyl-coenzyme A thioesterase 13 (Acyl-CoA thioesterase 13) (EC 3.1.2.-) (Hotdog-fold thioesterase superfamily member 2) (Palmitoyl-CoA hydrolase) (EC 3.1.2.2) (Thioesterase superfamily member 2) (THEM2) [Cleaved into: Acyl-coenzyme A thioesterase 13, N-terminally processed]	ACOT13 THEM2 HT012 PNAS-27	Homo sapiens (Human)	140
ACOT1_HUMAN	Q86TX2	ACOT1_HUMAN	reviewed	Acyl-coenzyme A thioesterase 1 (Acyl-CoA thioesterase 1) (EC 3.1.2.-) (CTE-I) (CTE-Ib) (Inducible cytosolic acyl-coenzyme A thioester hydrolase) (Long chain acyl-CoA thioester hydrolase) (Long chain acyl-CoA hydrolase) (Palmitoyl-coenzyme A thioesterase) (EC 3.1.2.2)	ACOT1 CTE1	Homo sapiens (Human)	421
BACH_HUMAN	O00154	BACH_HUMAN	reviewed	Cytosolic acyl coenzyme A thioester hydrolase (EC 3.1.2.2) (Acyl-CoA thioesterase 7) (Brain acyl-CoA hydrolase) (BACH) (hBACH) (CTE-IIa) (CTE-II) (Long chain acyl-CoA thioester hydrolase)	ACOT7 BACH	Homo sapiens (Human)	380
ACOT8_HUMAN	O14734	ACOT8_HUMAN	reviewed	Acyl-coenzyme A thioesterase 8 (Acyl-CoA thioesterase 8) (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (EC 3.1.2.27) (HIV-Nef-associated acyl-CoA thioesterase) (Peroxisomal acyl-CoA thioesterase 2) (PTE-2) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (PTE-1) (Peroxisomal long-chain acyl-CoA thioesterase 1) (Thioesterase II) (hACTE-III) (hACTEIII) (hTE)	ACOT8 ACTEIII PTE1	Homo sapiens (Human)	319
ACOT9_HUMAN	Q9Y305	ACOT9_HUMAN	reviewed	Acyl-coenzyme A thioesterase 9, mitochondrial (Acyl-CoA thioesterase 9) (EC 3.1.2.-) (Acyl-CoA thioester hydrolase 9)	ACOT9 CGI-16	Homo sapiens (Human)	439
ACOX1_HUMAN	Q15067	ACOX1_HUMAN	reviewed	Peroxisomal acyl-coenzyme A oxidase 1 (AOX) (EC 1.3.3.6) (Palmitoyl-CoA oxidase) (Straight-chain acyl-CoA oxidase) (SCOX) [Cleaved into: Peroxisomal acyl-CoA oxidase 1, A chain; Peroxisomal acyl-CoA oxidase 1, B chain; Peroxisomal acyl-CoA oxidase 1, C chain]	ACOX1 ACOX	Homo sapiens (Human)	660
ACOX2_HUMAN	Q99424	ACOX2_HUMAN	reviewed	Peroxisomal acyl-coenzyme A oxidase 2 (EC 1.17.99.3) (3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholestanoyl-CoA 24-hydroxylase) (3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholestanoyl-CoA oxidase) (Trihydroxycoprostanoyl-CoA oxidase) (THCA-CoA oxidase) (THCCox)	ACOX2	Homo sapiens (Human)	681
ACOX3_HUMAN	O15254	ACOX3_HUMAN	reviewed	Peroxisomal acyl-coenzyme A oxidase 3 (EC 1.3.3.6) (Branched-chain acyl-CoA oxidase) (BRCACox) (Pristanoyl-CoA oxidase)	ACOX3 BRCOX PRCOX	Homo sapiens (Human)	700
PPAC_HUMAN	P24666	PPAC_HUMAN	reviewed	Low molecular weight phosphotyrosine protein phosphatase (LMW-PTP) (LMW-PTPase) (EC 3.1.3.48) (Adipocyte acid phosphatase) (Low molecular weight cytosolic acid phosphatase) (EC 3.1.3.2) (Red cell acid phosphatase 1)	ACP1	Homo sapiens (Human)	158
PPAL_HUMAN	P11117	PPAL_HUMAN	reviewed	Lysosomal acid phosphatase (LAP) (EC 3.1.3.2)	ACP2	Homo sapiens (Human)	423
PPAT_HUMAN	Q9BZG2	PPAT_HUMAN	reviewed	Testicular acid phosphatase (EC 3.1.3.2) (Acid phosphatase 4)	ACP4 ACPT	Homo sapiens (Human)	426
PPA5_HUMAN	P13686	PPA5_HUMAN	reviewed	Tartrate-resistant acid phosphatase type 5 (TR-AP) (EC 3.1.3.2) (Tartrate-resistant acid ATPase) (TrATPase) (Type 5 acid phosphatase)	ACP5	Homo sapiens (Human)	325
PPA6_HUMAN	Q9NPH0	PPA6_HUMAN	reviewed	Lysophosphatidic acid phosphatase type 6 (EC 3.1.3.2) (Acid phosphatase 6, lysophosphatidic) (Acid phosphatase-like protein 1) (PACPL1)	ACP6 ACPL1 LPAP UNQ205/PRO231	Homo sapiens (Human)	428
ACP7_HUMAN	Q6ZNF0	ACP7_HUMAN	reviewed	Acid phosphatase type 7 (EC 3.1.3.2) (Purple acid phosphatase long form)	ACP7 PAPL PAPL1	Homo sapiens (Human)	438
PPAP_HUMAN	P15309	PPAP_HUMAN	reviewed	Prostatic acid phosphatase (PAP) (EC 3.1.3.2) (5'-nucleotidase) (5'-NT) (EC 3.1.3.5) (Acid phosphatase 3) (Ecto-5'-nucleotidase) (Protein tyrosine phosphatase ACP3) (EC 3.1.3.48) (Thiamine monophosphatase) (TMPase) [Cleaved into: PAPf39]	ACP3 ACPP	Homo sapiens (Human)	386
ACRO_HUMAN	P10323	ACRO_HUMAN	reviewed	Acrosin (EC 3.4.21.10) [Cleaved into: Acrosin light chain; Acrosin heavy chain]	ACR ACRS	Homo sapiens (Human)	421
ACRBP_HUMAN	Q8NEB7	ACRBP_HUMAN	reviewed	Acrosin-binding protein (Acrosin-binding protein, 60 kDa form) (Cancer/testis antigen 23) (CT23) (Cancer/testis antigen OY-TES-1) (Proacrosin-binding protein sp32) [Cleaved into: Acrosin-binding protein, mature form (Acrosin-binding protein, 32 kDa form, mature form)]	ACRBP	Homo sapiens (Human)	543
ASPX_HUMAN	P26436	ASPX_HUMAN	reviewed	Acrosomal protein SP-10 (Acrosomal vesicle protein 1)	ACRV1	Homo sapiens (Human)	265
ACBG1_HUMAN	Q96GR2	ACBG1_HUMAN	reviewed	Long-chain-fatty-acid--CoA ligase ACSBG1 (EC 6.2.1.3) (Acyl-CoA synthetase bubblegum family member 1) (hBG1) (hsBG) (hsBGM) (Lipidosin)	ACSBG1 BGM KIAA0631 LPD	Homo sapiens (Human)	724
ACSF2_HUMAN	Q96CM8	ACSF2_HUMAN	reviewed	Medium-chain acyl-CoA ligase ACSF2, mitochondrial (EC 6.2.1.2)	ACSF2 UNQ493/PRO1009	Homo sapiens (Human)	615
ACSF3_HUMAN	Q4G176	ACSF3_HUMAN	reviewed	Malonate--CoA ligase ACSF3, mitochondrial (EC 6.2.1.n3) (Acyl-CoA synthetase family member 3)	ACSF3 PSEC0197	Homo sapiens (Human)	576
ACSL1_HUMAN	P33121	ACSL1_HUMAN	reviewed	Long-chain-fatty-acid--CoA ligase 1 (EC 6.2.1.3) (Acyl-CoA synthetase 1) (ACS1) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 1) (LACS 1) (Long-chain acyl-CoA synthetase 2) (LACS 2) (Long-chain fatty acid-CoA ligase 2) (Palmitoyl-CoA ligase 1) (Palmitoyl-CoA ligase 2) (Phytanate--CoA ligase) (EC 6.2.1.24)	ACSL1 FACL1 FACL2 LACS LACS1 LACS2	Homo sapiens (Human)	698
ACSL3_HUMAN	O95573	ACSL3_HUMAN	reviewed	Fatty acid CoA ligase Acsl3 (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 3) (LACS 3) (Long-chain-fatty-acid--CoA ligase 3) (EC 6.2.1.3) (Medium-chain acyl-CoA ligase Acsl3) (EC 6.2.1.2)	ACSL3 ACS3 FACL3 LACS3	Homo sapiens (Human)	720
ACSL4_HUMAN	O60488	ACSL4_HUMAN	reviewed	Long-chain-fatty-acid--CoA ligase 4 (EC 6.2.1.3) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 4) (LACS 4)	ACSL4 ACS4 FACL4 LACS4	Homo sapiens (Human)	711
ACSL5_HUMAN	Q9ULC5	ACSL5_HUMAN	reviewed	Long-chain-fatty-acid--CoA ligase 5 (EC 6.2.1.3) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 5) (LACS 5)	ACSL5 ACS5 FACL5 UNQ633/PRO1250	Homo sapiens (Human)	683
ACSL6_HUMAN	Q9UKU0	ACSL6_HUMAN	reviewed	Long-chain-fatty-acid--CoA ligase 6 (EC 6.2.1.3) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 6) (LACS 6)	ACSL6 ACS2 FACL6 KIAA0837 LACS5	Homo sapiens (Human)	697
